customer_id,name,login_frequency,session_duration,feature_usage,support_tickets,subscription_age,plan_type,last_active_days,revenue,churn
CUST-1356,Tyrell Corp #456,21,62,72,6,4,Basic,3,32.37,0
CUST-1357,Stark Industries #457,10,34,46,2,50,Pro,29,175.75,1
CUST-1358,Prestige Worldwide #458,1,13,69,3,33,Pro,30,173.94,1
CUST-1359,Cyberdyne Systems #459,6,66,82,3,27,Basic,5,39.79,0
CUST-1360,Gekko & Co #460,11,52,66,3,7,Pro,10,185.58,0
CUST-1361,Dunder Mifflin #461,12,50,57,2,6,Enterprise,2,565.07,0
CUST-1362,Gekko & Co #462,11,59,71,0,15,Basic,7,40.91,0
CUST-1363,Hooli #463,17,72,72,2,18,Pro,2,143.93,0
CUST-1364,Massive Dynamic #464,12,70,76,3,32,Pro,13,141.23,0
CUST-1365,Bluth Company #465,8,34,85,3,56,Basic,27,34.05,1
CUST-1366,Acme Corp #466,18,72,60,3,11,Basic,12,36.45,1
CUST-1367,Acme Corp #467,4,24,49,4,20,Basic,12,31.16,1
CUST-1368,Oscorp #468,15,57,79,1,24,Enterprise,1,624.8,0
CUST-1369,Globex #469,8,46,56,0,15,Enterprise,12,634.98,0
CUST-1370,Tyrell Corp #470,13,58,92,5,48,Pro,28,171.07,1
CUST-1371,Reynholm Industries #471,1,33,66,4,7,Basic,18,29.97,1
CUST-1372,Stark Industries #472,1,44,51,1,21,Pro,26,164.12,1
CUST-1373,Acme Corp #473,15,51,68,2,42,Pro,5,121.14,0
CUST-1374,Tyrell Corp #474,16,64,61,3,26,Basic,15,30.64,0
CUST-1375,Soylent Corp #475,18,54,55,1,44,Basic,1,35.02,0
CUST-1376,Hooli #476,8,89,82,1,56,Pro,7,121.45,0
CUST-1377,Initech #477,17,50,83,2,14,Basic,16,40.04,0
CUST-1378,Bluth Company #478,2,23,62,4,57,Pro,22,134.74,1
CUST-1379,Tyrell Corp #479,21,85,82,2,37,Basic,1,48.32,0
CUST-1380,Gekko & Co #480,6,35,69,2,58,Basic,9,48.27,0
CUST-1381,Hooli #481,5,53,70,10,21,Basic,27,37.87,1
CUST-1382,Wayne Enterprises #482,13,58,51,6,18,Basic,15,44.9,0
CUST-1383,Hooli #483,6,35,55,1,5,Enterprise,5,505.63,0
CUST-1384,Oscorp #484,14,46,61,4,3,Basic,27,39.96,1
CUST-1385,Dunder Mifflin #485,12,42,72,1,23,Enterprise,1,870.65,0
CUST-1386,Wayne Enterprises #486,15,54,58,1,26,Pro,1,120.69,0
CUST-1387,Vandelay Industries #487,13,53,52,3,37,Pro,25,105.12,1
CUST-1388,Hooli #488,7,31,54,0,24,Basic,12,32.12,0
CUST-1389,Bluth Company #489,13,54,57,0,49,Pro,23,143.18,0
CUST-1390,Tyrell Corp #490,19,51,60,4,19,Pro,14,149.64,0
CUST-1391,Tyrell Corp #491,2,45,61,2,51,Basic,30,36.62,1
CUST-1392,Soylent Corp #492,13,70,69,5,25,Basic,27,37.8,0
CUST-1393,Umbrella Corp #493,5,29,68,1,21,Enterprise,1,734.12,0
CUST-1394,Acme Corp #494,15,48,85,1,12,Enterprise,6,883.72,0
CUST-1395,Hooli #495,8,48,76,1,57,Basic,2,31.1,0
CUST-1396,Cyberdyne Systems #496,17,82,54,3,41,Pro,7,175.9,0
CUST-1397,Hooli #497,12,76,68,5,33,Enterprise,22,843.31,0
CUST-1398,Umbrella Corp #498,21,50,62,2,50,Enterprise,13,869.83,0
CUST-1399,Globex #499,15,75,49,3,53,Enterprise,23,866.23,0
CUST-1400,Vandelay Industries #500,5,39,46,3,4,Pro,29,146.06,1
CUST-1401,Cyberdyne Systems #501,2,33,53,1,42,Basic,22,33.23,0
CUST-1402,Gekko & Co #502,10,57,61,7,57,Basic,26,39.73,0
CUST-1403,Acme Corp #503,8,38,59,4,7,Basic,21,48.16,1
CUST-1404,Hooli #504,14,74,56,3,22,Pro,28,157.85,1
CUST-1405,Stark Industries #505,2,55,60,2,55,Pro,6,100.1,0
CUST-1406,Umbrella Corp #506,19,89,86,6,33,Basic,20,30.19,1
CUST-1407,Tyrell Corp #507,15,32,56,6,17,Enterprise,6,995.43,0
CUST-1408,Tyrell Corp #508,10,46,69,0,24,Pro,0,106.19,0
CUST-1409,Globex #509,13,26,58,1,34,Pro,16,103.6,1
CUST-1410,Dunder Mifflin #510,19,56,61,1,28,Basic,8,36.06,0
CUST-1411,Vandelay Industries #511,6,6,44,7,58,Pro,29,195.93,1
CUST-1412,Bluth Company #512,1,38,47,2,43,Basic,20,35.37,0
CUST-1413,Prestige Worldwide #513,9,51,61,2,41,Basic,12,37.2,0
CUST-1414,Initech #514,14,51,49,3,39,Basic,20,41.68,0
CUST-1415,Acme Corp #515,12,42,76,1,22,Basic,18,29.48,0
CUST-1416,Acme Corp #516,8,50,60,0,49,Basic,20,46.96,0
CUST-1417,Gekko & Co #517,16,46,78,0,17,Pro,18,150.94,0
CUST-1418,Aperture Science #518,11,35,62,4,34,Basic,24,38.34,0
CUST-1419,Hooli #519,11,33,43,8,6,Pro,24,185.07,1
CUST-1420,Bluth Company #520,6,38,62,4,46,Basic,21,48.06,0
CUST-1421,Initech #521,3,27,65,6,6,Enterprise,30,710.71,1
CUST-1422,Acme Corp #522,1,26,51,5,34,Enterprise,16,585.22,1
CUST-1423,Acme Corp #523,7,51,66,2,1,Basic,22,45.31,1
CUST-1424,Reynholm Industries #524,13,70,66,3,10,Basic,22,37.07,0
CUST-1425,Cyberdyne Systems #525,5,61,70,10,21,Basic,29,47.71,1
CUST-1426,Aperture Science #526,14,58,72,0,5,Pro,9,193.99,0
CUST-1427,Bluth Company #527,17,69,65,2,2,Pro,9,110.48,0
CUST-1428,Stark Industries #528,15,62,54,2,22,Basic,3,48.13,0
CUST-1429,Bluth Company #529,15,34,76,5,48,Pro,7,135.83,0
CUST-1430,Wayne Enterprises #530,1,26,62,1,57,Basic,21,41.93,1
CUST-1431,Globex #531,7,38,50,7,2,Basic,19,29.7,1
CUST-1432,Gekko & Co #532,17,56,71,3,10,Pro,19,187.89,0
CUST-1433,Prestige Worldwide #533,10,49,42,5,34,Basic,17,41.83,1
CUST-1434,Initech #534,20,66,43,0,16,Pro,13,163.36,0
CUST-1435,Dunder Mifflin #535,6,27,69,1,48,Basic,17,47.04,0
CUST-1436,Reynholm Industries #536,8,43,64,2,51,Enterprise,27,753.17,1
CUST-1437,Cyberdyne Systems #537,9,38,58,2,39,Basic,13,37.21,0
CUST-1438,Globex #538,12,14,50,3,22,Basic,19,46.32,1
CUST-1439,Gekko & Co #539,13,35,100,2,12,Pro,20,173.24,0
CUST-1440,Massive Dynamic #540,11,53,79,4,24,Basic,23,47.98,1
CUST-1441,Soylent Corp #541,16,78,63,3,47,Enterprise,14,969.06,0
CUST-1442,Umbrella Corp #542,8,9,19,6,40,Pro,21,137.23,1
CUST-1443,Prestige Worldwide #543,5,26,68,7,38,Pro,29,143.7,1
CUST-1444,Stark Industries #544,1,38,71,3,60,Pro,30,124.6,1
CUST-1445,Aperture Science #545,17,77,87,0,59,Enterprise,3,829.32,0
CUST-1446,Umbrella Corp #546,12,47,51,0,10,Enterprise,12,681.27,0
CUST-1447,Umbrella Corp #547,6,31,60,6,35,Pro,26,177.61,1
CUST-1448,Cyberdyne Systems #548,7,62,60,2,51,Pro,22,111.16,0
CUST-1449,Hooli #549,12,65,82,1,49,Basic,7,31.33,0
CUST-1450,Massive Dynamic #550,8,58,83,2,32,Basic,17,33.09,0
CUST-1451,Initech #551,9,40,51,2,7,Pro,11,107.43,1
CUST-1452,Dunder Mifflin #552,9,64,88,6,21,Basic,22,41.4,1
CUST-1453,Initech #553,8,16,49,2,20,Basic,30,31.95,1
CUST-1454,Tyrell Corp #554,7,60,77,5,26,Basic,13,32.2,0
CUST-1455,Umbrella Corp #555,12,53,46,4,4,Basic,1,29.28,0
CUST-1456,Prestige Worldwide #556,8,47,66,2,46,Pro,17,177.21,0
CUST-1457,Dunder Mifflin #557,8,31,45,3,52,Enterprise,23,905.15,0
CUST-1458,Soylent Corp #558,14,30,62,0,22,Basic,1,32.24,0
CUST-1459,Hooli #559,9,49,86,5,15,Pro,30,172.95,0
CUST-1460,Bluth Company #560,3,44,66,4,56,Enterprise,10,715.77,1
CUST-1461,Dunder Mifflin #561,5,50,51,2,40,Basic,8,33.79,0
CUST-1462,Stark Industries #562,12,62,80,1,21,Pro,11,161.14,0
CUST-1463,Initech #563,7,49,70,5,15,Basic,16,32.57,1
CUST-1464,Massive Dynamic #564,15,46,93,6,22,Basic,14,44.14,0
CUST-1465,Dunder Mifflin #565,13,67,77,4,52,Enterprise,24,522.81,0
CUST-1466,Dunder Mifflin #566,7,28,45,5,28,Basic,30,48.18,1
CUST-1467,Vandelay Industries #567,4,54,78,5,14,Pro,16,106.19,0
CUST-1468,Tyrell Corp #568,12,52,64,4,27,Pro,25,156.94,1
CUST-1469,Stark Industries #569,7,43,62,2,41,Basic,28,47.04,0
CUST-1470,Gekko & Co #570,1,44,48,4,40,Pro,25,100.19,1
CUST-1471,Dunder Mifflin #571,2,49,62,1,58,Enterprise,17,748.26,0
CUST-1472,Umbrella Corp #572,16,73,76,2,28,Basic,21,36.0,0
CUST-1473,Bluth Company #573,20,57,66,1,26,Enterprise,5,789.17,0
CUST-1474,Massive Dynamic #574,1,43,52,4,49,Pro,16,121.55,1
CUST-1475,Gekko & Co #575,1,19,53,3,2,Pro,22,105.49,1
CUST-1476,Bluth Company #576,13,67,59,3,25,Pro,23,161.59,1
CUST-1477,Massive Dynamic #577,9,26,35,0,56,Basic,17,37.34,1
CUST-1478,Soylent Corp #578,16,60,80,5,3,Enterprise,7,810.24,1
CUST-1479,Wayne Enterprises #579,12,41,69,0,8,Enterprise,8,604.27,0
CUST-1480,Vandelay Industries #580,16,75,57,1,44,Pro,5,132.87,0
CUST-1481,Gekko & Co #581,13,72,48,1,33,Pro,4,155.17,0
CUST-1482,Oscorp #582,9,50,49,5,42,Pro,11,158.31,1
CUST-1483,Tyrell Corp #583,13,58,67,4,52,Basic,24,36.45,1
CUST-1484,Hooli #584,7,54,84,7,35,Pro,28,127.01,1
CUST-1485,Initech #585,10,66,70,9,6,Pro,27,126.37,1
CUST-1486,Bluth Company #586,12,54,55,3,39,Pro,10,116.47,0
CUST-1487,Vandelay Industries #587,5,32,58,6,52,Pro,24,131.54,1
CUST-1488,Umbrella Corp #588,23,85,80,2,23,Basic,0,32.99,0
CUST-1489,Tyrell Corp #589,13,28,33,3,25,Basic,10,41.68,0
CUST-1490,Soylent Corp #590,7,57,47,3,59,Basic,18,40.38,0
CUST-1491,Stark Industries #591,18,55,47,3,50,Basic,8,36.65,0
CUST-1492,Cyberdyne Systems #592,1,28,91,2,43,Pro,26,131.58,0
CUST-1493,Soylent Corp #593,25,93,99,0,19,Pro,1,122.76,0
CUST-1494,Wayne Enterprises #594,10,43,52,2,5,Pro,11,152.55,0
CUST-1495,Hooli #595,7,53,83,0,51,Basic,3,47.38,0
CUST-1496,Initech #596,23,93,77,1,11,Pro,3,167.57,0
CUST-1497,Aperture Science #597,7,45,78,2,56,Basic,17,43.89,0
CUST-1498,Aperture Science #598,12,58,70,8,12,Basic,14,45.69,1
CUST-1499,Prestige Worldwide #599,13,54,57,2,10,Pro,18,134.16,1
CUST-1500,Oscorp #600,17,65,82,1,8,Enterprise,12,530.44,0
CUST-1501,Bluth Company #601,11,35,59,1,24,Basic,18,41.45,0
CUST-1502,Massive Dynamic #602,6,37,64,1,60,Basic,16,32.77,0
CUST-1503,Cyberdyne Systems #603,14,38,62,3,28,Basic,5,40.38,0
CUST-1504,Bluth Company #604,8,32,59,7,41,Basic,15,43.79,0
CUST-1505,Dunder Mifflin #605,9,17,60,6,36,Pro,23,177.36,1
CUST-1506,Vehement Capital #606,19,71,100,0,37,Basic,11,35.04,0
CUST-1507,Soylent Corp #607,13,81,99,8,21,Pro,18,150.24,0
CUST-1508,Wayne Enterprises #608,14,51,68,1,8,Basic,4,41.42,0
CUST-1509,Stark Industries #609,13,70,70,2,55,Basic,16,45.39,0
CUST-1510,Reynholm Industries #610,11,68,70,6,9,Basic,25,44.23,1
CUST-1511,Cyberdyne Systems #611,3,18,30,2,47,Basic,22,48.76,0
CUST-1512,Massive Dynamic #612,7,29,64,3,15,Basic,25,29.16,0
CUST-1513,Prestige Worldwide #613,19,82,65,9,48,Basic,28,37.75,0
CUST-1514,Globex #614,21,70,69,0,46,Pro,0,124.6,0
CUST-1515,Hooli #615,4,18,59,4,40,Basic,27,31.4,1
CUST-1516,Hooli #616,4,28,50,4,18,Enterprise,26,954.76,1
CUST-1517,Vehement Capital #617,4,44,54,1,42,Basic,24,48.96,0
CUST-1518,Gekko & Co #618,12,42,43,4,60,Pro,23,117.06,1
CUST-1519,Reynholm Industries #619,16,20,68,3,20,Pro,22,102.84,0
CUST-1520,Tyrell Corp #620,15,55,55,2,6,Pro,9,126.51,0
CUST-1521,Stark Industries #621,11,48,55,2,12,Pro,14,182.49,0
CUST-1522,Acme Corp #622,6,42,34,2,2,Pro,22,128.39,1
CUST-1523,Vandelay Industries #623,10,68,73,1,7,Pro,20,104.69,1
CUST-1524,Dunder Mifflin #624,4,38,54,3,16,Pro,20,104.25,1
CUST-1525,Soylent Corp #625,2,37,61,2,3,Pro,10,141.74,0
CUST-1526,Stark Industries #626,19,83,63,0,45,Basic,12,47.64,0
CUST-1527,Umbrella Corp #627,8,46,74,2,3,Basic,4,34.72,0
CUST-1528,Umbrella Corp #628,13,88,56,2,27,Pro,0,141.72,0
CUST-1529,Vehement Capital #629,11,33,55,3,50,Pro,23,109.19,0
CUST-1530,Gekko & Co #630,18,51,67,2,43,Pro,11,148.36,0
CUST-1531,Bluth Company #631,13,65,73,2,40,Pro,10,168.65,0
CUST-1532,Soylent Corp #632,4,56,70,0,38,Enterprise,16,634.58,0
CUST-1533,Cyberdyne Systems #633,12,50,76,2,33,Basic,3,34.93,0
CUST-1534,Gekko & Co #634,7,28,73,3,28,Basic,14,45.84,0
CUST-1535,Soylent Corp #635,7,70,72,4,1,Basic,24,29.21,1
CUST-1536,Initech #636,12,42,46,5,55,Basic,29,41.73,0
CUST-1537,Stark Industries #637,1,37,66,1,8,Pro,8,138.39,0
CUST-1538,Stark Industries #638,6,61,66,5,37,Basic,20,34.97,1
CUST-1539,Prestige Worldwide #639,6,35,76,3,32,Pro,19,164.76,1
CUST-1540,Vandelay Industries #640,3,26,43,1,60,Basic,18,45.69,1
CUST-1541,Reynholm Industries #641,12,45,49,4,48,Pro,18,154.84,1
CUST-1542,Massive Dynamic #642,4,51,67,2,43,Pro,11,102.11,1
CUST-1543,Soylent Corp #643,7,59,43,4,37,Basic,4,38.23,0
CUST-1544,Acme Corp #644,16,62,63,1,4,Pro,9,145.28,0
CUST-1545,Initech #645,17,92,81,6,30,Basic,16,39.88,0
CUST-1546,Stark Industries #646,13,56,71,3,6,Basic,4,42.42,0
CUST-1547,Dunder Mifflin #647,2,53,51,1,46,Basic,21,29.39,1
CUST-1548,Acme Corp #648,6,35,44,5,54,Basic,15,39.04,0
CUST-1549,Vehement Capital #649,18,101,100,6,19,Basic,6,40.77,0
CUST-1550,Vehement Capital #650,7,67,73,2,32,Pro,27,133.34,0
CUST-1551,Bluth Company #651,12,52,78,1,9,Pro,8,165.84,0
CUST-1552,Stark Industries #652,15,81,72,0,12,Pro,2,121.82,0
CUST-1553,Stark Industries #653,10,70,74,4,11,Basic,14,35.35,0
CUST-1554,Oscorp #654,18,89,87,3,46,Pro,15,195.28,0
CUST-1555,Tyrell Corp #655,6,5,68,1,55,Basic,17,35.96,0
CUST-1556,Aperture Science #656,6,52,62,4,16,Basic,13,35.93,1
CUST-1557,Hooli #657,7,52,63,0,1,Enterprise,2,796.84,0
CUST-1558,Umbrella Corp #658,9,55,83,2,45,Basic,11,48.42,0
CUST-1559,Initech #659,7,47,57,1,55,Pro,8,197.31,0
CUST-1560,Gekko & Co #660,7,47,67,5,53,Pro,27,156.97,1
CUST-1561,Vandelay Industries #661,13,75,92,5,21,Basic,6,29.02,1
CUST-1562,Prestige Worldwide #662,7,52,57,3,30,Basic,8,47.01,0
CUST-1563,Oscorp #663,14,61,75,2,13,Basic,12,40.4,0
CUST-1564,Massive Dynamic #664,17,81,100,1,34,Enterprise,17,682.0,0
CUST-1565,Dunder Mifflin #665,15,66,86,1,4,Basic,4,45.58,0
CUST-1566,Wayne Enterprises #666,1,39,63,4,28,Basic,12,37.0,1
CUST-1567,Oscorp #667,24,106,89,2,38,Basic,3,29.68,0
CUST-1568,Acme Corp #668,9,41,51,5,58,Pro,30,181.11,1
CUST-1569,Initech #669,24,55,52,0,31,Basic,1,39.92,0
CUST-1570,Tyrell Corp #670,15,61,93,3,59,Basic,15,35.76,0
CUST-1571,Aperture Science #671,19,71,95,2,55,Pro,8,124.09,0
CUST-1572,Bluth Company #672,13,66,63,2,27,Enterprise,8,795.9,0
CUST-1573,Cyberdyne Systems #673,12,55,72,5,5,Basic,5,33.16,1
CUST-1574,Tyrell Corp #674,13,67,75,4,25,Basic,10,35.48,0
CUST-1575,Reynholm Industries #675,5,77,96,3,3,Basic,21,41.73,0
CUST-1576,Vehement Capital #676,10,62,76,5,33,Pro,23,187.15,0
CUST-1577,Bluth Company #677,1,46,62,6,4,Basic,21,39.66,1
CUST-1578,Reynholm Industries #678,15,58,60,3,25,Pro,0,174.91,0
CUST-1579,Umbrella Corp #679,20,49,69,0,20,Pro,3,175.31,0
CUST-1580,Reynholm Industries #680,11,17,43,4,34,Pro,12,165.44,0
CUST-1581,Prestige Worldwide #681,17,56,71,1,26,Basic,22,33.92,1
CUST-1582,Hooli #682,10,11,44,5,5,Enterprise,12,932.39,1
CUST-1583,Massive Dynamic #683,16,69,68,3,35,Pro,12,142.63,0
CUST-1584,Umbrella Corp #684,10,44,47,2,28,Pro,1,103.42,0
CUST-1585,Dunder Mifflin #685,17,44,69,3,29,Basic,8,33.89,0
CUST-1586,Massive Dynamic #686,9,49,65,4,9,Enterprise,23,881.77,0
CUST-1587,Acme Corp #687,11,40,86,4,52,Basic,7,30.38,0
CUST-1588,Vandelay Industries #688,1,38,43,0,38,Basic,6,31.95,0
CUST-1589,Stark Industries #689,12,64,81,1,50,Basic,3,42.88,0
CUST-1590,Tyrell Corp #690,10,39,58,1,6,Pro,17,188.26,0
CUST-1591,Stark Industries #691,18,62,100,2,19,Basic,2,41.67,0
CUST-1592,Wayne Enterprises #692,14,61,78,5,60,Basic,27,33.45,1
CUST-1593,Initech #693,23,54,71,3,44,Basic,5,30.07,0
CUST-1594,Vehement Capital #694,17,67,72,4,57,Basic,11,41.3,0
CUST-1595,Prestige Worldwide #695,8,24,41,5,11,Pro,11,103.74,1
CUST-1596,Gekko & Co #696,7,52,70,6,2,Pro,20,160.27,1
CUST-1597,Hooli #697,10,43,40,6,47,Basic,27,33.51,1
CUST-1598,Oscorp #698,15,38,38,0,44,Basic,7,47.09,0
CUST-1599,Globex #699,16,53,81,4,44,Pro,21,146.51,0
CUST-1600,Cyberdyne Systems #700,21,63,45,10,9,Basic,21,33.48,1
CUST-1601,Prestige Worldwide #701,26,98,84,1,21,Basic,0,46.06,0
CUST-1602,Stark Industries #702,21,74,61,0,24,Enterprise,3,626.02,0
CUST-1603,Hooli #703,11,37,52,3,34,Pro,20,129.66,0
CUST-1604,Acme Corp #704,13,80,82,6,22,Basic,27,45.69,1
CUST-1605,Acme Corp #705,20,79,94,1,3,Pro,10,129.88,0
CUST-1606,Prestige Worldwide #706,13,50,83,3,12,Basic,2,37.2,0
CUST-1607,Oscorp #707,8,22,37,3,28,Pro,12,133.77,1
CUST-1608,Dunder Mifflin #708,3,29,47,2,30,Basic,24,31.33,1
CUST-1609,Aperture Science #709,5,36,100,3,26,Basic,16,29.78,1
CUST-1610,Dunder Mifflin #710,1,37,54,9,48,Basic,21,43.49,1
CUST-1611,Stark Industries #711,9,57,55,6,21,Enterprise,21,821.57,1
CUST-1612,Acme Corp #712,7,56,57,4,28,Pro,9,127.24,0
CUST-1613,Globex #713,5,15,43,1,56,Basic,20,34.91,0
CUST-1614,Massive Dynamic #714,15,63,65,3,26,Basic,11,47.9,0
CUST-1615,Initech #715,11,49,60,5,33,Pro,14,197.77,0
CUST-1616,Acme Corp #716,11,92,85,3,21,Basic,20,38.47,0
CUST-1617,Tyrell Corp #717,19,68,73,2,35,Basic,9,45.05,1
CUST-1618,Vehement Capital #718,15,50,50,3,52,Enterprise,13,867.34,0
CUST-1619,Dunder Mifflin #719,18,67,79,2,34,Basic,12,34.95,0
CUST-1620,Hooli #720,14,57,70,0,41,Pro,4,104.86,0
CUST-1621,Hooli #721,21,42,68,1,51,Enterprise,5,570.28,0
CUST-1622,Vehement Capital #722,9,54,41,2,47,Basic,23,45.77,1
CUST-1623,Initech #723,15,55,69,2,18,Basic,1,43.62,1
CUST-1624,Hooli #724,16,61,40,1,58,Basic,21,42.29,0
CUST-1625,Hooli #725,5,26,50,1,11,Pro,16,112.06,0
CUST-1626,Cyberdyne Systems #726,24,61,80,1,57,Enterprise,3,818.97,0
CUST-1627,Cyberdyne Systems #727,9,61,86,4,23,Pro,13,176.22,0
CUST-1628,Gekko & Co #728,6,58,74,5,48,Basic,9,46.21,0
CUST-1629,Dunder Mifflin #729,17,70,85,1,22,Pro,2,100.32,0
CUST-1630,Wayne Enterprises #730,5,12,41,3,17,Enterprise,24,841.24,1
CUST-1631,Massive Dynamic #731,24,85,74,1,5,Pro,2,100.91,0
CUST-1632,Wayne Enterprises #732,8,19,89,3,44,Enterprise,14,852.44,1
CUST-1633,Acme Corp #733,15,50,77,3,11,Pro,5,162.56,0
CUST-1634,Gekko & Co #734,3,48,46,2,30,Pro,16,113.83,0
CUST-1635,Stark Industries #735,15,69,48,3,15,Pro,11,175.61,0
CUST-1636,Stark Industries #736,4,44,55,4,27,Basic,21,30.37,1
CUST-1637,Umbrella Corp #737,12,73,94,4,35,Basic,19,45.53,1
CUST-1638,Acme Corp #738,5,48,64,2,33,Pro,23,125.19,1
CUST-1639,Dunder Mifflin #739,1,5,10,3,20,Basic,28,42.78,1
CUST-1640,Reynholm Industries #740,12,48,61,2,16,Enterprise,10,960.84,0
CUST-1641,Globex #741,8,45,62,2,34,Enterprise,24,668.91,1
CUST-1642,Reynholm Industries #742,18,63,35,0,2,Pro,3,149.29,0
CUST-1643,Soylent Corp #743,15,50,65,3,35,Basic,25,38.26,0
CUST-1644,Globex #744,16,46,47,3,40,Basic,27,32.15,1
CUST-1645,Initech #745,11,88,56,7,56,Basic,25,40.81,1
CUST-1646,Prestige Worldwide #746,14,52,90,2,28,Pro,5,173.3,0
CUST-1647,Bluth Company #747,7,79,63,2,47,Pro,0,190.69,0
CUST-1648,Acme Corp #748,10,32,45,5,39,Enterprise,19,924.4,1
CUST-1649,Bluth Company #749,9,57,58,4,6,Basic,22,39.2,0
CUST-1650,Hooli #750,5,43,61,10,9,Enterprise,27,858.51,1
CUST-1651,Dunder Mifflin #751,13,42,87,6,20,Enterprise,15,899.39,0
CUST-1652,Tyrell Corp #752,16,54,49,2,60,Basic,14,38.87,1
CUST-1653,Oscorp #753,6,41,55,2,1,Enterprise,16,556.71,0
CUST-1654,Oscorp #754,8,33,58,2,8,Basic,7,37.76,1
CUST-1655,Hooli #755,6,38,45,1,55,Basic,27,45.85,1
CUST-1656,Wayne Enterprises #756,4,5,37,5,23,Pro,25,158.66,1
CUST-1657,Globex #757,3,46,71,7,3,Basic,11,43.49,0
CUST-1658,Aperture Science #758,2,52,54,5,4,Pro,26,117.53,1
CUST-1659,Gekko & Co #759,2,40,54,5,58,Pro,21,195.43,1
CUST-1660,Soylent Corp #760,15,93,80,3,25,Pro,20,139.41,0
CUST-1661,Vehement Capital #761,20,80,78,2,47,Basic,9,42.07,0
CUST-1662,Globex #762,1,49,68,6,38,Pro,26,100.89,1
CUST-1663,Vehement Capital #763,13,74,85,4,15,Pro,14,111.73,0
CUST-1664,Prestige Worldwide #764,10,8,73,5,21,Pro,29,177.2,1
CUST-1665,Globex #765,5,46,23,2,35,Basic,8,48.36,0
CUST-1666,Prestige Worldwide #766,15,39,56,0,57,Basic,1,35.4,0
CUST-1667,Oscorp #767,26,64,51,0,53,Pro,4,102.72,0
CUST-1668,Gekko & Co #768,16,46,57,2,53,Basic,5,36.22,0
CUST-1669,Globex #769,11,47,76,0,46,Pro,6,100.75,0
CUST-1670,Vandelay Industries #770,6,51,83,5,52,Pro,20,118.24,1
CUST-1671,Vehement Capital #771,1,38,77,4,14,Pro,24,174.25,1
CUST-1672,Acme Corp #772,17,63,90,2,36,Pro,0,192.71,0
CUST-1673,Oscorp #773,18,76,75,1,12,Enterprise,22,542.72,0
CUST-1674,Cyberdyne Systems #774,3,47,84,4,17,Pro,25,154.79,0
CUST-1675,Gekko & Co #775,3,42,84,3,39,Enterprise,6,625.94,0
CUST-1676,Dunder Mifflin #776,5,14,49,3,9,Pro,19,112.91,1
CUST-1677,Hooli #777,12,42,78,3,35,Basic,24,33.38,0
CUST-1678,Umbrella Corp #778,4,38,59,4,60,Basic,29,40.56,0
CUST-1679,Cyberdyne Systems #779,7,55,88,1,13,Pro,11,105.51,0
CUST-1680,Dunder Mifflin #780,10,30,52,1,15,Basic,15,37.68,0
CUST-1681,Cyberdyne Systems #781,11,51,56,1,18,Basic,15,31.7,1
CUST-1682,Dunder Mifflin #782,5,16,31,1,51,Basic,10,34.45,0
CUST-1683,Vandelay Industries #783,7,59,66,1,33,Pro,20,118.08,0
CUST-1684,Hooli #784,11,55,68,3,6,Pro,3,187.3,0
CUST-1685,Globex #785,8,25,38,2,59,Pro,12,169.8,0
CUST-1686,Vehement Capital #786,8,25,48,2,27,Pro,6,185.85,0
CUST-1687,Globex #787,18,71,67,1,23,Pro,3,137.35,0
CUST-1688,Stark Industries #788,7,64,55,3,59,Basic,14,35.27,0
CUST-1689,Aperture Science #789,1,15,63,5,27,Enterprise,18,689.29,1
CUST-1690,Aperture Science #790,13,67,91,2,34,Basic,8,29.37,0
CUST-1691,Tyrell Corp #791,15,51,80,1,56,Enterprise,10,861.35,0
CUST-1692,Aperture Science #792,8,58,67,2,46,Pro,7,133.98,0
CUST-1693,Gekko & Co #793,12,64,71,1,38,Basic,0,35.27,0
CUST-1694,Oscorp #794,5,42,45,3,14,Basic,22,40.96,1
CUST-1695,Tyrell Corp #795,6,14,53,5,36,Basic,24,37.72,1
CUST-1696,Aperture Science #796,13,66,75,4,53,Basic,23,48.62,0
CUST-1697,Tyrell Corp #797,12,61,100,3,8,Basic,7,36.13,0
CUST-1698,Reynholm Industries #798,15,66,89,3,35,Pro,12,160.39,0
CUST-1699,Umbrella Corp #799,3,38,63,3,19,Pro,21,130.17,1
CUST-1700,Reynholm Industries #800,5,26,52,4,30,Pro,26,198.06,1
CUST-1701,Umbrella Corp #801,18,82,96,0,14,Enterprise,3,721.56,0
CUST-1702,Initech #802,8,59,55,3,59,Pro,7,162.41,0
CUST-1703,Initech #803,19,51,82,0,20,Pro,2,111.67,0
CUST-1704,Prestige Worldwide #804,3,55,51,2,49,Basic,28,43.66,0
CUST-1705,Gekko & Co #805,10,51,57,0,25,Pro,8,125.92,1
CUST-1706,Gekko & Co #806,14,59,41,5,40,Basic,28,37.97,1
CUST-1707,Hooli #807,12,51,74,3,24,Enterprise,1,940.57,0
CUST-1708,Prestige Worldwide #808,15,58,72,0,14,Pro,1,196.06,0
CUST-1709,Cyberdyne Systems #809,9,68,65,5,26,Pro,27,141.46,1
CUST-1710,Vehement Capital #810,12,69,60,2,38,Basic,12,45.7,0
CUST-1711,Acme Corp #811,12,69,95,0,23,Enterprise,14,525.67,0
CUST-1712,Hooli #812,6,44,59,3,22,Pro,27,183.76,1
